year,state,county,county_code,state_code,units_of_measure,Air.Quality.Index,AQI,pollutant,arithmetic_mean
1977,Idaho,Ada,1,16,Parts per million,Good,0,CO,3.106661
1977,Idaho,Ada,1,16,Parts per billion,Good,0,SO2,9.659397
1977,Idaho,Bannock,5,16,Parts per billion,Good,0,SO2,23.209876
1977,Idaho,Caribou,29,16,Parts per billion,Good,0,SO2,10.137006
1977,Idaho,Elmore,39,16,Parts per billion,Good,0,SO2,0.605556
1977,Idaho,Power,77,16,Parts per billion,Good,0,SO2,20.244227
1977,Idaho,Shoshone,79,16,Parts per billion,Good,0,SO2,24.578784
1978,Idaho,Ada,1,16,Parts per million,Good,0,CO,2.8993
1978,Idaho,Ada,1,16,Parts per billion,Good,0,SO2,5.39617
1978,Idaho,Bannock,5,16,Parts per billion,Good,0,SO2,13.712794
1978,Idaho,Caribou,29,16,Parts per billion,Good,0,SO2,9.860272
1978,Idaho,Power,77,16,Parts per billion,Good,0,SO2,12.754738
1978,Idaho,Shoshone,79,16,Parts per billion,Good,0,SO2,18.121409166666663
1971,Montana,Deer Lodge,23,30,Parts per billion,Moderate,67,SO2,33.069869999999995
1971,Montana,Glacier,35,30,Parts per billion,Good,3,SO2,2.444444
1972,Montana,Cascade,13,30,Parts per billion,Good,46,SO2,22.7109175
1972,Montana,Deer Lodge,23,30,Parts per billion,Moderate,51,SO2,13.575161
1972,Montana,Glacier,35,30,Parts per billion,Good,2,SO2,1.416667
1972,Montana,Jefferson,43,30,Parts per billion,Good,30,SO2,20.707692
1972,Montana,Lewis and Clark,49,30,Parts per billion,Good,12,SO2,7.117983
1973,Montana,Cascade,13,30,Parts per billion,Good,16,SO2,6.291154
1973,Montana,Deer Lodge,23,30,Parts per billion,Good,20,SO2,10.5633055
1973,Montana,Glacier,35,30,Parts per billion,Good,5,SO2,2.547368
1973,Montana,Jefferson,43,30,Parts per billion,Good,30,SO2,13.4491892
1973,Montana,Lewis and Clark,49,30,Parts per billion,Good,23,SO2,11.4024805
1973,Montana,Rosebud,87,30,Parts per billion,Good,0,SO2,0.16
1973,Montana,Silver Bow,93,30,Parts per billion,Good,15,SO2,9.295056
1973,Montana,Yellowstone,111,30,Parts per billion,Good,42,SO2,23.3450895
1974,Montana,Deer Lodge,23,30,Parts per billion,Good,25,SO2,9.044221285714286
1974,Montana,Glacier,35,30,Parts per billion,Good,0,SO2,0.357407
1974,Montana,Jefferson,43,30,Parts per billion,Good,23,SO2,10.646727
1974,Montana,Lewis and Clark,49,30,Parts per billion,Good,9,SO2,5.289739
1974,Montana,McCone,55,30,Parts per billion,Good,6,SO2,3.670588
1974,Montana,Rosebud,87,30,Parts per million,Good,0,Ozone,0.059029
1974,Montana,Rosebud,87,30,Parts per billion,Good,0,SO2,0.081803
1974,Montana,Yellowstone,111,30,Parts per billion,Good,33,NO2,33.75
1974,Montana,Yellowstone,111,30,Parts per billion,Good,33,SO2,8.894365333333333
1975,Montana,Deer Lodge,23,30,Parts per billion,Good,23,SO2,8.637211333333333
1975,Montana,Glacier,35,30,Parts per billion,Good,2,SO2,0.934483
1975,Montana,Jefferson,43,30,Parts per billion,Good,32,SO2,15.5869732
1975,Montana,Lewis and Clark,49,30,Parts per billion,Good,12,SO2,4.0402385
1975,Montana,McCone,55,30,Parts per billion,Good,6,SO2,3.515789
1975,Montana,Roosevelt,85,30,Parts per billion,Good,2,NO2,2.02381
1975,Montana,Roosevelt,85,30,Parts per million,Good,2,Ozone,0.045337
1975,Montana,Rosebud,87,30,Parts per million,Good,5,Ozone,0.03661549999999999
1975,Montana,Rosebud,87,30,Parts per billion,Good,5,SO2,0.79859125
1975,Montana,Silver Bow,93,30,Parts per billion,Good,6,SO2,4.48
1975,Montana,Yellowstone,111,30,Parts per million,Moderate,57,CO,1.901630333333333
1975,Montana,Yellowstone,111,30,Parts per billion,Moderate,57,NO2,28.299683666666667
1975,Montana,Yellowstone,111,30,Parts per million,Moderate,57,Ozone,0.0541805
1975,Montana,Yellowstone,111,30,Parts per billion,Moderate,57,SO2,13.424701428571428
1976,Montana,Deer Lodge,23,30,Parts per billion,Good,38,SO2,14.618248272727271
1976,Montana,Glacier,35,30,Parts per billion,Good,2,SO2,0.539535
1976,Montana,Jefferson,43,30,Parts per billion,Good,18,SO2,9.9286105
1976,Montana,Lewis and Clark,49,30,Parts per billion,Good,13,SO2,6.0204845
1976,Montana,Rosebud,87,30,Parts per billion,Good,13,NO2,12.625
1976,Montana,Rosebud,87,30,Parts per million,Good,13,Ozone,0.039894
1976,Montana,Rosebud,87,30,Parts per billion,Good,13,SO2,0.049084
1976,Montana,Yellowstone,111,30,Parts per million,Moderate,83,CO,1.352912
1976,Montana,Yellowstone,111,30,Parts per billion,Moderate,83,NO2,50.789474
1976,Montana,Yellowstone,111,30,Parts per million,Moderate,83,Ozone,0.04355
1976,Montana,Yellowstone,111,30,Parts per billion,Moderate,83,SO2,29.585328
1977,Montana,Cascade,13,30,Parts per million,Good,28,CO,2.360539
1977,Montana,Deer Lodge,23,30,Parts per billion,Good,50,SO2,19.8461565
1977,Montana,Glacier,35,30,Parts per billion,Good,0,SO2,0.422222
1977,Montana,Jefferson,43,30,Parts per billion,Moderate,53,SO2,20.166744
1977,Montana,Lewis and Clark,49,30,Parts per billion,Good,19,SO2,9.3576475
1977,Montana,Missoula,63,30,Parts per million,Moderate,57,CO,5.139982
1977,Montana,Missoula,63,30,Parts per billion,Moderate,57,NO2,53.068966
1977,Montana,Missoula,63,30,Parts per billion,Moderate,57,SO2,0.246341
1977,Montana,Rosebud,87,30,Parts per billion,Good,46,NO2,30.466346
1977,Montana,Rosebud,87,30,Parts per million,Good,46,Ozone,0.063324
1977,Montana,Rosebud,87,30,Parts per billion,Good,46,SO2,0.810258
1977,Montana,Silver Bow,93,30,Parts per million,Good,49,CO,0.849841
1977,Montana,Silver Bow,93,30,Parts per billion,Good,49,NO2,35.6527775
1977,Montana,Silver Bow,93,30,Parts per million,Good,49,Ozone,0.0924
1977,Montana,Yellowstone,111,30,Parts per million,Moderate,89,CO,2.290671
1977,Montana,Yellowstone,111,30,Parts per billion,Moderate,89,NO2,54.574468
1977,Montana,Yellowstone,111,30,Parts per million,Moderate,89,Ozone,0.041485
1977,Montana,Yellowstone,111,30,Parts per billion,Moderate,89,SO2,40.3979968
1978,Montana,Cascade,13,30,Parts per million,Good,36,CO,3.105998
1978,Montana,Deer Lodge,23,30,Parts per billion,Moderate,79,NO2,15.655172
1978,Montana,Deer Lodge,23,30,Parts per billion,Moderate,79,SO2,26.521442727272728
1978,Montana,Jefferson,43,30,Parts per billion,Good,12,SO2,7.6070945
1978,Montana,Lewis and Clark,49,30,Parts per billion,Good,9,SO2,6.404142
1978,Montana,Missoula,63,30,Parts per million,Moderate,75,CO,5.098751
1978,Montana,Missoula,63,30,Parts per billion,Moderate,75,NO2,32.936
1978,Montana,Missoula,63,30,Parts per billion,Moderate,75,SO2,0.551295
1978,Montana,Rosebud,87,30,Parts per billion,Good,12,NO2,11.725352000000001
1978,Montana,Rosebud,87,30,Parts per million,Good,12,Ozone,0.039319
1978,Montana,Rosebud,87,30,Parts per billion,Good,12,SO2,0.307473
1978,Montana,Silver Bow,93,30,Parts per million,Good,42,CO,1.2660765
1978,Montana,Silver Bow,93,30,Parts per billion,Good,42,NO2,44.367647
1978,Montana,Silver Bow,93,30,Parts per million,Good,42,Ozone,0.054133
1978,Montana,Silver Bow,93,30,Parts per billion,Good,42,SO2,6.497297
1978,Montana,Yellowstone,111,30,Parts per million,Moderate,58,CO,1.68874
1978,Montana,Yellowstone,111,30,Parts per billion,Moderate,58,NO2,42.866987
1978,Montana,Yellowstone,111,30,Parts per million,Moderate,58,Ozone,0.04527666666666666
1978,Montana,Yellowstone,111,30,Parts per billion,Moderate,58,SO2,6.6925515
1972,Nevada,Clark,3,32,Parts per million,Moderate,51,CO,2.098701
1972,Nevada,Clark,3,32,Parts per billion,Moderate,51,NO2,53.975379
1972,Nevada,Washoe,31,32,Parts per million,Moderate,66,CO,4.174714
1972,Nevada,Washoe,31,32,Parts per billion,Moderate,66,NO2,68.319328
1972,Nevada,White Pine,33,32,Parts per billion,Unhealthy for Sensitive Groups,107,SO2,44.37765566666667
1973,Nevada,Clark,3,32,Parts per million,Good,50,CO,4.048364
1973,Nevada,Clark,3,32,Parts per billion,Good,50,NO2,52.6053
1973,Nevada,Clark,3,32,Parts per million,Good,50,Ozone,0.04192
1973,Nevada,Washoe,31,32,Parts per million,Moderate,64,CO,3.418826
1973,Nevada,Washoe,31,32,Parts per billion,Moderate,64,NO2,66.264368
1973,Nevada,White Pine,33,32,Parts per billion,Unhealthy for Sensitive Groups,134,SO2,72.60343455555555
1974,Nevada,Carson City,510,32,Parts per million,Good,0,Ozone,0.035698
1974,Nevada,Clark,3,32,Parts per million,Moderate,92,CO,2.179634
1974,Nevada,Clark,3,32,Parts per billion,Moderate,92,NO2,67.295425
1974,Nevada,Clark,3,32,Parts per million,Moderate,92,Ozone,0.04768999999999999
1974,Nevada,Washoe,31,32,Parts per million,Moderate,62,CO,3.903297
1974,Nevada,Washoe,31,32,Parts per billion,Moderate,62,NO2,63.591216
1974,Nevada,Washoe,31,32,Parts per billion,Moderate,62,SO2,8.6
1974,Nevada,White Pine,33,32,Parts per billion,Unhealthy for Sensitive Groups,107,SO2,54.9893966
1975,Nevada,Carson City,510,32,Parts per million,Good,0,Ozone,0.014917
1975,Nevada,Clark,3,32,Parts per million,Good,46,CO,2.0360785
1975,Nevada,Clark,3,32,Parts per billion,Good,46,NO2,47.764115
1975,Nevada,Clark,3,32,Parts per million,Good,46,Ozone,0.04382975
1975,Nevada,Clark,3,32,Parts per billion,Good,46,SO2,0.8208426666666667
1975,Nevada,Douglas,5,32,Parts per million,Moderate,91,CO,5.370822333333334
1975,Nevada,Douglas,5,32,Parts per million,Moderate,91,Ozone,0.05525266666666666
1975,Nevada,Washoe,31,32,Parts per million,Moderate,62,CO,5.569992
1975,Nevada,Washoe,31,32,Parts per billion,Moderate,62,NO2,56.402266
1975,Nevada,Washoe,31,32,Parts per billion,Moderate,62,SO2,0.731579
1975,Nevada,White Pine,33,32,Parts per billion,Good,39,SO2,26.798701
1976,Nevada,Carson City,510,32,Parts per million,Good,0,Ozone,0.056239
1976,Nevada,Clark,3,32,Parts per million,Good,47,CO,2.6952195
1976,Nevada,Clark,3,32,Parts per billion,Good,47,NO2,45.817190999999994
1976,Nevada,Clark,3,32,Parts per million,Good,47,Ozone,0.0397455
1976,Nevada,Clark,3,32,Parts per billion,Good,47,SO2,1.9408255
1976,Nevada,Douglas,5,32,Parts per million,Good,33,CO,2.1551775
1976,Nevada,Douglas,5,32,Parts per million,Good,33,Ozone,0.055746
1976,Nevada,Washoe,31,32,Parts per million,Moderate,54,CO,2.864907
1976,Nevada,Washoe,31,32,Parts per billion,Moderate,54,NO2,55.783784
1976,Nevada,Washoe,31,32,Parts per million,Moderate,54,Ozone,0.030063
1976,Nevada,Washoe,31,32,Parts per billion,Moderate,54,SO2,1.415094
1977,Nevada,Carson City,510,32,Parts per million,Good,0,Ozone,0.028473
1977,Nevada,Clark,3,32,Parts per million,Good,40,CO,2.4902230000000003
1977,Nevada,Clark,3,32,Parts per billion,Good,40,NO2,41.748034
1977,Nevada,Clark,3,32,Parts per million,Good,40,Ozone,0.04805099999999999
1977,Nevada,Clark,3,32,Parts per billion,Good,40,SO2,0.2659375
1977,Nevada,Douglas,5,32,Parts per million,Good,33,CO,2.875436
1977,Nevada,Douglas,5,32,Parts per million,Good,33,Ozone,0.031681
1977,Nevada,Washoe,31,32,Parts per million,Moderate,52,CO,3.7088015
1977,Nevada,Washoe,31,32,Parts per million,Moderate,52,Ozone,0.0492
1977,Nevada,Washoe,31,32,Parts per billion,Moderate,52,SO2,1.571429
1977,Nevada,White Pine,33,32,Parts per billion,Moderate,83,SO2,61.2425
1978,Nevada,Clark,3,32,Parts per million,Good,35,CO,2.0474315
1978,Nevada,Clark,3,32,Parts per billion,Good,35,NO2,32.3479965
1978,Nevada,Clark,3,32,Parts per million,Good,35,Ozone,0.0478175
1978,Nevada,Douglas,5,32,Parts per million,Good,0,Ozone,0.04209
1978,Nevada,Washoe,31,32,Parts per million,Good,30,CO,2.564264
1978,Nevada,Washoe,31,32,Parts per million,Good,30,Ozone,0.044432
1978,Nevada,White Pine,33,32,Parts per billion,Good,45,SO2,30.786567
1971,New Mexico,Bernalillo,1,35,Parts per million,Good,45,CO,2.9276282499999997
1971,New Mexico,Bernalillo,1,35,Parts per billion,Good,45,SO2,1.35
1972,New Mexico,Bernalillo,1,35,Parts per million,Good,40,CO,3.477079
1972,New Mexico,Bernalillo,1,35,Parts per billion,Good,40,SO2,2.624
1972,New Mexico,Colfax,7,35,Parts per billion,Good,18,SO2,12
1972,New Mexico,Dona Ana,13,35,Parts per billion,Good,5,SO2,2.8
1972,New Mexico,San Juan,45,35,Parts per billion,Good,34,NO2,35.185185
1972,New Mexico,San Juan,45,35,Parts per billion,Good,34,SO2,3.015747
1972,New Mexico,Santa Fe,49,35,Parts per billion,Good,2,SO2,0.7133335
1973,New Mexico,Bernalillo,1,35,Parts per million,Moderate,75,CO,3.9309078333333334
1973,New Mexico,Bernalillo,1,35,Parts per million,Moderate,75,Ozone,0.036756
1973,New Mexico,Bernalillo,1,35,Parts per billion,Moderate,75,SO2,2.544444
1973,New Mexico,Dona Ana,13,35,Parts per billion,Good,2,SO2,1.25
1973,New Mexico,San Juan,45,35,Parts per billion,Good,34,NO2,36.449275
1973,New Mexico,San Juan,45,35,Parts per billion,Good,34,SO2,1.9581696666666664
1974,New Mexico,Bernalillo,1,35,Parts per million,Moderate,90,CO,4.074806833333334
1974,New Mexico,Bernalillo,1,35,Parts per million,Moderate,90,Ozone,0.03139033333333333
1974,New Mexico,Bernalillo,1,35,Parts per billion,Moderate,90,SO2,0.5
1974,New Mexico,Chaves,5,35,Parts per billion,Good,2,SO2,0.666667
1974,New Mexico,Colfax,7,35,Parts per billion,Good,0,SO2,0.434783
1974,New Mexico,Dona Ana,13,35,Parts per million,Good,39,CO,2.7858739999999997
1974,New Mexico,Dona Ana,13,35,Parts per billion,Good,39,SO2,0.6231843333333333
1974,New Mexico,Eddy,15,35,Parts per billion,Good,3,SO2,0.7718253333333334
1974,New Mexico,Grant,17,35,Parts per billion,Good,50,SO2,11.817423375
1974,New Mexico,Hidalgo,23,35,Parts per billion,Good,2,SO2,0.6011839999999999
1974,New Mexico,Lea,25,35,Parts per billion,Good,50,SO2,7.8641786
1974,New Mexico,Luna,29,35,Parts per billion,Good,0,SO2,0.25
1974,New Mexico,San Juan,45,35,Parts per billion,Good,8,SO2,1.5060815714285714
1974,New Mexico,Santa Fe,49,35,Parts per million,Good,38,CO,1.9763145
1974,New Mexico,Santa Fe,49,35,Parts per billion,Good,38,SO2,0.25
1974,New Mexico,Socorro,53,35,Parts per billion,Good,0,SO2,0.333333
1975,New Mexico,Bernalillo,1,35,Parts per million,Moderate,60,CO,3.1844815
1975,New Mexico,Bernalillo,1,35,Parts per million,Moderate,60,Ozone,0.042824
1975,New Mexico,Bernalillo,1,35,Parts per billion,Moderate,60,SO2,0.272727
1975,New Mexico,Chaves,5,35,Parts per million,Moderate,67,CO,6.112547
1975,New Mexico,Chaves,5,35,Parts per billion,Moderate,67,SO2,0.634146
1975,New Mexico,Dona Ana,13,35,Parts per million,Good,39,CO,2.7641963333333335
1975,New Mexico,Dona Ana,13,35,Parts per million,Good,39,Ozone,0.046171
1975,New Mexico,Dona Ana,13,35,Parts per billion,Good,39,SO2,6.5339089999999995
1975,New Mexico,Eddy,15,35,Parts per billion,Good,0,SO2,0.105263
1975,New Mexico,Grant,17,35,Parts per billion,Good,22,SO2,4.1828278333333335
1975,New Mexico,Hidalgo,23,35,Parts per billion,Good,0,SO2,0.200981
1975,New Mexico,Lea,25,35,Parts per billion,Good,3,SO2,1.211153
1975,New Mexico,Luna,29,35,Parts per billion,Good,0,SO2,0.039216
1975,New Mexico,San Juan,45,35,Parts per million,Moderate,56,CO,4.8315660000000005
1975,New Mexico,San Juan,45,35,Parts per billion,Moderate,56,SO2,1.0153483333333333
1975,New Mexico,Santa Fe,49,35,Parts per million,Good,43,CO,3.657787
1975,New Mexico,Santa Fe,49,35,Parts per billion,Good,43,SO2,0.5625
1975,New Mexico,Socorro,53,35,Parts per billion,Good,6,SO2,4.078431
1976,New Mexico,Bernalillo,1,35,Parts per million,Good,48,CO,2.4279378
1976,New Mexico,Bernalillo,1,35,Parts per million,Good,48,Ozone,0.04526099999999999
1976,New Mexico,Bernalillo,1,35,Parts per billion,Good,48,SO2,6.05580075
1976,New Mexico,Chaves,5,35,Parts per million,Good,25,CO,2.194263
1976,New Mexico,Chaves,5,35,Parts per billion,Good,25,SO2,6.837209
1976,New Mexico,Colfax,7,35,Parts per billion,Good,8,SO2,4.953488
1976,New Mexico,Dona Ana,13,35,Parts per million,Good,32,CO,2.27038325
1976,New Mexico,Dona Ana,13,35,Parts per million,Good,32,Ozone,0.051322
1976,New Mexico,Dona Ana,13,35,Parts per billion,Good,32,SO2,6.705251571428572
1976,New Mexico,Eddy,15,35,Parts per billion,Good,10,SO2,6.5509260000000005
1976,New Mexico,Grant,17,35,Parts per billion,Good,12,SO2,6.783087
1976,New Mexico,Hidalgo,23,35,Parts per billion,Good,10,SO2,4.9635050000000005
1976,New Mexico,Lea,25,35,Parts per billion,Good,9,SO2,5.8015384999999995
1976,New Mexico,Luna,29,35,Parts per billion,Good,9,SO2,6
1976,New Mexico,San Juan,45,35,Parts per million,Good,33,CO,2.9132
1976,New Mexico,San Juan,45,35,Parts per billion,Good,33,SO2,6.611955875
1976,New Mexico,Santa Fe,49,35,Parts per million,Good,47,CO,3.763685
1976,New Mexico,Santa Fe,49,35,Parts per billion,Good,47,SO2,7.377778
1976,New Mexico,Socorro,53,35,Parts per billion,Good,8,SO2,5.097561
1977,New Mexico,Bernalillo,1,35,Parts per million,Good,27,CO,1.9245195
1977,New Mexico,Bernalillo,1,35,Parts per million,Good,27,Ozone,0.042257
1977,New Mexico,Bernalillo,1,35,Parts per billion,Good,27,SO2,4.000966
1977,New Mexico,Chaves,5,35,Parts per million,Good,24,CO,2.074914
1977,New Mexico,Chaves,5,35,Parts per billion,Good,24,SO2,4.803922
1977,New Mexico,Colfax,7,35,Parts per billion,Good,6,SO2,3.833333
1977,New Mexico,Dona Ana,13,35,Parts per million,Good,28,CO,2.2345965000000003
1977,New Mexico,Dona Ana,13,35,Parts per billion,Good,28,SO2,5.656659833333333
1977,New Mexico,Eddy,15,35,Parts per billion,Good,6,SO2,3.872727
1977,New Mexico,Grant,17,35,Parts per billion,Good,15,SO2,6.1421828000000005
1977,New Mexico,Hidalgo,23,35,Parts per billion,Good,12,SO2,7.3164155
1977,New Mexico,Lea,25,35,Parts per billion,Good,6,SO2,3.969091
1977,New Mexico,Luna,29,35,Parts per billion,Good,8,SO2,5.086207
1977,New Mexico,San Juan,45,35,Parts per million,Good,28,CO,2.096996
1977,New Mexico,San Juan,45,35,Parts per billion,Good,28,SO2,4.69893
1977,New Mexico,Santa Fe,49,35,Parts per million,Good,25,CO,2.197387
1977,New Mexico,Santa Fe,49,35,Parts per billion,Good,25,SO2,2.296296
1977,New Mexico,Socorro,53,35,Parts per billion,Good,5,SO2,2.85
1978,New Mexico,Bernalillo,1,35,Parts per million,Good,30,CO,1.5187268
1978,New Mexico,Bernalillo,1,35,Parts per million,Good,30,Ozone,0.055194
1978,New Mexico,Bernalillo,1,35,Parts per billion,Good,30,SO2,0.843211
1978,New Mexico,Chaves,5,35,Parts per billion,Good,3,SO2,1.896552
1978,New Mexico,Colfax,7,35,Parts per billion,Good,2,SO2,1.04
1978,New Mexico,Dona Ana,13,35,Parts per million,Good,32,CO,2.684421
1978,New Mexico,Dona Ana,13,35,Parts per million,Good,32,Ozone,0.064003
1978,New Mexico,Dona Ana,13,35,Parts per billion,Good,32,SO2,8.055303
1978,New Mexico,Eddy,15,35,Parts per billion,Good,3,SO2,1.6
1978,New Mexico,Grant,17,35,Parts per billion,Good,8,SO2,3.8434614
1978,New Mexico,Hidalgo,23,35,Parts per billion,Good,6,SO2,3.623122
1978,New Mexico,Lea,25,35,Parts per billion,Good,3,SO2,1.5535715
1978,New Mexico,Luna,29,35,Parts per billion,Good,2,SO2,1.4
1978,New Mexico,San Juan,45,35,Parts per million,Good,13,CO,1.051913
1978,New Mexico,San Juan,45,35,Parts per billion,Good,13,SO2,1.61733725
1978,New Mexico,Santa Fe,49,35,Parts per million,Good,21,CO,1.813516
1978,New Mexico,Santa Fe,49,35,Parts per billion,Good,21,SO2,1.259259
1978,New Mexico,Socorro,53,35,Parts per billion,Good,0,SO2,0.416667
1971,Oregon,Lane,39,41,Parts per million,Good,25,CO,2.214919
1971,Oregon,Multnomah,51,41,Parts per million,Moderate,51,CO,3.9339750000000002
1971,Oregon,Multnomah,51,41,Parts per billion,Moderate,51,NO2,40.622727
1971,Oregon,Multnomah,51,41,Parts per billion,Moderate,51,SO2,12.0900165
1972,Oregon,Lane,39,41,Parts per million,Good,37,CO,3.173843
1972,Oregon,Multnomah,51,41,Parts per million,Moderate,79,CO,4.916033
1972,Oregon,Multnomah,51,41,Parts per billion,Moderate,79,NO2,41.206866
1972,Oregon,Multnomah,51,41,Parts per billion,Moderate,79,SO2,18.419133
1973,Oregon,Benton,3,41,Parts per billion,Good,8,SO2,4.9
1973,Oregon,Clatsop,7,41,Parts per billion,Good,8,SO2,4.9
1973,Oregon,Jackson,29,41,Parts per billion,Good,8,SO2,4.9
1973,Oregon,Klamath,35,41,Parts per billion,Good,9,SO2,6.110526
1973,Oregon,Lane,39,41,Parts per million,Good,32,CO,2.828543
1973,Oregon,Lane,39,41,Parts per billion,Good,32,SO2,4.9
1973,Oregon,Marion,47,41,Parts per million,Good,15,Ozone,0.039229
1973,Oregon,Marion,47,41,Parts per billion,Good,15,SO2,9.713514
1973,Oregon,Multnomah,51,41,Parts per million,Moderate,63,CO,5.075185666666667
1973,Oregon,Multnomah,51,41,Parts per billion,Moderate,63,NO2,47.91952
1973,Oregon,Multnomah,51,41,Parts per billion,Moderate,63,SO2,14.22686025
1973,Oregon,Umatilla,59,41,Parts per billion,Good,8,SO2,4.9
1974,Oregon,Benton,3,41,Parts per billion,Good,8,SO2,4.910256
1974,Oregon,Clackamas,5,41,Parts per million,Good,0,Ozone,0.043347
1974,Oregon,Clatsop,7,41,Parts per billion,Good,9,SO2,5.515385
1974,Oregon,Jackson,29,41,Parts per billion,Good,8,SO2,4.944737
1974,Oregon,Klamath,35,41,Parts per billion,Good,8,SO2,4.905405
1974,Oregon,Lane,39,41,Parts per million,Good,29,CO,2.469706
1974,Oregon,Lane,39,41,Parts per million,Good,29,Ozone,0.055787
1974,Oregon,Lane,39,41,Parts per billion,Good,29,SO2,4.9
1974,Oregon,Marion,47,41,Parts per million,Good,19,CO,1.642606
1974,Oregon,Marion,47,41,Parts per million,Good,19,Ozone,0.0013
1974,Oregon,Marion,47,41,Parts per billion,Good,19,SO2,9.761039
1974,Oregon,Multnomah,51,41,Parts per million,Good,50,CO,3.9905516666666663
1974,Oregon,Multnomah,51,41,Parts per billion,Good,50,NO2,44.822727
1974,Oregon,Multnomah,51,41,Parts per million,Good,50,Ozone,0.026779
1974,Oregon,Multnomah,51,41,Parts per billion,Good,50,SO2,11.594126
1974,Oregon,Umatilla,59,41,Parts per billion,Good,8,SO2,4.9
1975,Oregon,Benton,3,41,Parts per billion,Good,9,SO2,6.20566
1975,Oregon,Clackamas,5,41,Parts per million,Good,0,Ozone,0.036316
1975,Oregon,Clatsop,7,41,Parts per billion,Good,9,SO2,5.506522
1975,Oregon,Jackson,29,41,Parts per billion,Good,8,SO2,5.015094
1975,Oregon,Klamath,35,41,Parts per billion,Good,8,SO2,4.9
1975,Oregon,Lane,39,41,Parts per million,Good,33,CO,2.891673
1975,Oregon,Lane,39,41,Parts per million,Good,33,Ozone,0.035516
1975,Oregon,Lane,39,41,Parts per billion,Good,33,SO2,4.9
1975,Oregon,Marion,47,41,Parts per million,Good,18,CO,1.507769
1975,Oregon,Marion,47,41,Parts per million,Good,18,Ozone,0.031577
1975,Oregon,Marion,47,41,Parts per billion,Good,18,SO2,5.622222
1975,Oregon,Multnomah,51,41,Parts per million,Good,41,CO,3.28554975
1975,Oregon,Multnomah,51,41,Parts per billion,Good,41,NO2,42.6
1975,Oregon,Multnomah,51,41,Parts per million,Good,41,Ozone,0.024827
1975,Oregon,Multnomah,51,41,Parts per billion,Good,41,SO2,9.266490285714283
